target_domain,sample_id,role,candidate_id
art_painting,dbec94d1fbdbea283239cdfaabca01446e216966425a84cf5cc2386688d10cdf,target_test,
art_painting,d798c94de984d35d8d4266dffcdb5d227e3318ed4615d2915198aa1e9fa52dff,target_test,
art_painting,1f727a3819b2fbe2fca66a55af1d6d03541885ec9bfd3dc50fa227461df25dfe,target_test,
art_painting,b2e468d3544b9bdc9da1d2ea3b55005d5c7a55945af7c8d797985ede6330c009,target_test,
art_painting,e1f5e7811aa61a6e720aa9573a536c61db7da7d53fb95810526712e46ebdb025,target_test,
art_painting,d1052a2f679e69f83487de86726061fade7f776ae217aa80e3bba46261fe04ac,target_selection,
art_painting,a694ba1b99924e0426f92e474ccc7afb75c4fbabf58455ab6c84d9e5a1b2a6da,target_test,
art_painting,18861fea13d62106479bdfc6c6278d0f93fc97f41d3ac5fc4b2ab668bdb49ce4,target_test,
art_painting,7549cf4ec2f1d3710ee97a4542ad58172fb50958fe89957645690a7b5dc65c6d,target_calibration,
art_painting,6b2ebceea4557e40eeb0c3b01814725653223dcb714341c99d222a27f60ed7e3,target_selection,
art_painting,cb617a06e32f9d6c7b38e9c27ba371cb6efc8087c8f012593b936d9f6bfa7ca3,target_test,
art_painting,5036b528c2001d37882810eed3451de430901211f1d76d2c0c1a1200a1b1aee9,target_selection,
art_painting,8338db0f4253f18ea3f22aef6d430976699018a7a0118783a1bd685fc09c8d05,target_test,
art_painting,bf3204b99a55f5829bc35a94fa5cd53feae7ab4cbf35ff8db0d586a8f8c30c9d,target_test,
art_painting,0e8c9bf1d7bdc72fc13e919d0d5e2ee356cf7f15ab5faf543b8d8ea2d762e328,target_calibration,
art_painting,21a7141d474a22eabea57af04bbbb4ecf93376f8edb94e3a40fc171345504290,target_test,
art_painting,f457ef5a409cdae87337ccac44cb8eeb3b5abdf36fa6d096d6714f0e4a082114,target_test,
art_painting,24e2acf52b176f8157b0b7e4b8276bec37a56ffcc666043e6db76c340adfae8b,target_test,
art_painting,f48046e91caa3d4f43c14f3fb69e713a48648792a3f14171b69796f6634044e6,target_selection,
art_painting,23eb43970aa722491a5e9712b05868a1708be19620de3c797bfa3161ec1824fc,target_test,
art_painting,d7ac69536a68d06ce845ac15cff51f53acfcd47d7ef82380e8470af19dc36f3d,target_test,
art_painting,458c908281022be0cdab9cbbe4dfc9c79bf81507b714286aafefb60c489ffaed,target_test,
art_painting,a22d539975b27bd74f2d319709d5c644ead3ac42589a2bd86e11e8b56f4423e6,target_test,
art_painting,97bd351fb8af36fbf53eef76a758a69a7239ec0a51dea2754b0fc060fe61b17d,target_calibration,
art_painting,964f0b04dc1ee76a87e36e061c769f78cec5d81f931d97311e1fc839dca07226,target_test,
art_painting,5ea3af127c216871c12ea082a5ec9a9631df1b10c32a0f675730e8b346751bc9,target_test,
art_painting,e7aefe4460696b8bfdd816d1a06544904150c6a4cce9dce537c994b83e9f5378,target_test,
